year_data,year_planted,row,column,sub,type,id,veg_height,rep_height,height,circumference,diameter,area,tillers,2020_fall,2020_winter,2021_spring,2021_fall,,,,distance
2020,2019,3,3,B,seedling,s4,3,,3,,1,,,removed,,,,,,,0_s
2021,2019,3,3,B,newadult,s1,3,,3,,,2,,,,newadult,,,,,
2021,2020,3,3,B,seedling,s5,3,,3,,1.5,,,,,alive,,,,,
2021,2020,3,3,B,seedling,s6,5,,5,,2,,,,,alive,,,,,
2021,2020,3,3,B,seedling,s7,3,,3,,0.5,,,,,alive,,,,,
2021,2020,3,3,B,seedling,s8,3,,3,,0.5,,,,,alive,,,,,
2021,2019,3,3,B,adult,p1,5,26,5,,4,,8,,,partial,,,,,
2021,2020,3,3,B,annual,a5,,23,23,,1,,8,,,annual,,,,,
2021,2020,3,3,B,annual,a6,,34,34,,1,,9,,,ann,,,,,
2021,2020,3,3,B,annual,a7,,38,38,,2,,15,,,an,,,,,
2021,2019,3,4,A,newadult,s1,7,32,7,,3,,8,,,newadult,,,,,
2020,2019,3,4,B,adult,p1,9,43,9,8,,,65,alive,gopher,,,,,,
2020,2019,3,4,B,adult,p2,9,34,9,8,,,20,alive,alive,alive,,,,,
2020,2019,3,4,B,adult,p3,10,36,10,10,,,26,alive,gopher,,,,,,
2020,2019,3,4,B,adult,p4,8,34,8,10,,,7,alive,gopher,,,,,,
2021,2019,3,4,B,adult,p2,9,26,9,,4,,10,,,alive,,,,,
2020,2019,3,4,C,adult,p1,12,40,12,11,,,10,alive,partial,partial,,,,,
2020,2019,3,4,C,adult,p2,8,36,8,8,,,10,alive,alive,partial,,,,,
2020,2019,3,4,C,adult,p3,12,40,12,14,,,48,alive,gopher,,,,,,
2020,2019,3,4,C,adult,p4,10,36,10,10,,,57,alive,gopher,,,,,,
2021,2019,3,4,C,adult,p1,7,29,7,,6,,59,,,partial,,,,,
2021,2019,3,4,C,adult,p2,6,24,6,,3,,13,,,partial,,,,,
2020,2019,3,5,A,adult,p1,12,42,12,13,,,66,alive,alive,partial,,,,,
2020,2019,3,5,A,adult,p2,14,42,14,13,,,102,alive,alive,partial,,,,,
2020,2019,3,5,A,adult,p3,11,36,11,10,,,45,alive,alive,alive,,,,,
2020,2019,3,5,A,adult,p4,12,40,12,13,,,53,alive,alive,partial,,,,,
2021,2019,3,5,A,adult,p1,7,40,7,,,8,79,,,partial,,,,,
2021,2019,3,5,A,adult,p2,5,,5,,4,,0,,,partial,,,,,
2021,2019,3,5,A,adult,p3,12,44,12,,7,,113,,,alive,,,,,
2021,2019,3,5,A,adult,p4,12,43,12,,,18,100,,,partial,,,,,
2020,2019,3,5,B,adult,p1,11,34,11,14,,,18,alive,alive,partial,,,,,
2020,2019,3,5,B,adult,p2,12,38,12,14,,,40,alive,alive,partial,,,,,
2020,2019,3,5,B,adult,p3,9,48,9,12,,,91,alive,alive,partial,,,,,
2020,2019,3,5,B,adult,p4,10,36,10,13,,,13,alive,alive,partial,,,,,
2021,2019,3,5,B,adult,p1,7,40,7,,,36,147,,,partial,,,,,
2021,2019,3,5,B,adult,p2,10,36,10,,,8,6,,,partial,,,,,
2021,2019,3,5,B,adult,p3,9,33,9,,,16,97,,,partial,,,,,
2021,2019,3,5,B,adult,p4,8,46,8,,,35,247,,,partial,,,,,
2020,2019,3,6,A,adult,p1,11,39,11,10,,,41,alive,alive,alive,,,,,
2020,2019,3,6,A,adult,p2,12,41,12,12,,,80,alive,partial,partial,,,,,
2020,2019,3,6,A,adult,p3,11,46,11,12,,,69,alive,alive,alive,,,,,
2020,2019,3,6,A,adult,p4,12,44,12,12,,,61,alive,partial,partial,,,,,
2020,2019,3,6,A,adult,p5,10,46,10,9,,,43,alive,partial,partial,,,,,
2020,2019,3,6,A,adult,p6,12,48,12,11,,,23,alive,alive,partial,,,,,
2020,2019,3,6,A,adult,p7,11,45,11,9,,,44,alive,alive,alive,,,,,
2020,2019,3,6,A,adult,p8,10,43,10,11,,,62,alive,gopher,,,,,,
2020,2019,3,6,A,adult,p9,11,45,11,9,,,30,alive,gopher,,,,,,
2020,2019,3,6,A,adult,p10,10,40,10,9,,,18,alive,alive,partial,,,,,
2020,2019,3,6,A,annual,a1,,9,9,,0.1,,1,annual,,,,,,,2_p
2020,2019,3,6,A,annual,a2,,2,2,,0.1,,0,annual,,,,,,,2_p
2020,2019,3,6,A,annual,a3,,2,2,,0.1,,0,annual,,,,,,,3_p
2020,2019,3,6,A,seedling,s1,1,,1,,0.1,,,alive,alive,newadult,,,,,5_p
2020,2019,3,6,A,seedling,s2,2,,2,,0.1,,,alive,alive,newadult,,,,,7_p
2021,2019,3,6,A,newadult,s1,3,,3,,1.5,,,,,newadult,,,,,
2021,2019,3,6,A,newadult,s2,6,34,6,,4,,4,,,newadult,,,,,
2021,2020,3,6,A,seedling,s3,3,,3,,0.5,,,,,alive,,,,,
2021,2019,3,6,A,adult,p1,9,33,9,,,12,21,,,alive,,,,,
2021,2019,3,6,A,adult,p2,10,39,10,,5,,129,,,partial,,,,,
2021,2019,3,6,A,adult,p3,11,40,11,,4.5,,45,,,alive,,,,,
2021,2019,3,6,A,adult,p4,8,38,8,,4,,47,,,partial,,,,,
2021,2019,3,6,A,adult,p5,7,,7,,2,,,,,partial,,,,,
2021,2019,3,6,A,adult,p6,10,38,10,,,16,77,,,partial,,,,,
2021,2019,3,6,A,adult,p7,7,45,7,,7,,188,,,alive,,,,,
2021,2019,3,6,A,adult,p10,9,42,9,,,14.13,24,,,partial,,,,,
2020,2019,3,6,B,adult,p1,8,32,8,9,,,23,alive,alive,alive,,,,,
2020,2019,3,6,B,adult,p2,10,35,10,12,,,9,alive,gopher,,,,,,
2020,2019,3,6,B,annual,a1,,12,12,,2,,,annual,,,,,,,
2020,2019,3,6,B,annual,a2,,21,21,,3,,,annual,,,,,,,
2020,2019,3,6,B,annual,a3,,14,14,,2,,,annual,,,,,,,
2021,2020,3,6,B,annual,a4,,43,43,,1,,8,,,annual,,,,,
2021,2020,3,6,B,annual,a5,,37,37,,0.5,,3,,,annual,,,,,
2021,2020,3,6,B,annual,a6,,46,46,,1,,5,,,annual,,,,,
2021,2020,3,6,B,annual,a7,,42,42,,2,,6,,,annual,,,,,
2021,2020,3,6,B,seedling,s3,1,,1,,0.1,,,,,alive,,,,,
2021,2019,3,6,B,adult,p1,8,31,8,,8,,83,,,alive,,,,,
2020,2019,3,7,A,adult,p1,8,30,8,12,,,40,alive,alive,partial,,,,,
2020,2019,3,7,A,adult,p2,7,0,7,6,,,0,alive,alive,partial,,,,,
2020,2019,3,7,A,annual,a1,,6,6,,2,,2,annual,,,,,,,1_s
2020,2019,3,7,A,annual,a2,,5,5,,1,,2,annual,,,,,,,6_a
2020,2019,3,7,A,seedling,s1,3,,3,,1,,,alive,alive,newadult,,,,,0_s
2020,2019,3,7,A,seedling,s2,3,,3,,1,,,alive,alive,newadult,,,,,2_s
2020,2019,3,7,A,seedling,s3,2,,2,,1,,,alive,alive,newadult,,,,,0_s
2020,2019,3,7,A,seedling,s4,2,,2,,1,,,alive,alive,newadult,,,,,0_s
2021,2020,3,7,A,annual,a3,,22,22,,1,,5,,,annual,,,,,
2021,2020,3,7,A,annual,a4,,20,20,,1,,5,,,annual,,,,,
2021,2020,3,7,A,annual,a5,,33,33,,2,,10,,,annual,,,,,
2021,2020,3,7,A,seedling,s4,3,,3,,1,,,,,alive,,,,,
2021,2020,3,7,A,seedling,s5,3,,3,,1.5,,,,,alive,,,,,
2021,2020,3,7,A,seedling,s6,1,,1,,0.5,,,,,alive,,,,,
2021,2020,3,7,A,seedling,s7,2,,2,,0.5,,,,,alive,,,,,
2021,2019,3,7,A,newadult,s1,4,25,4,,1.5,,1,,,newadult,,,,,
2021,2019,3,7,A,newadult,s2,7,44,7,,2,,2,,,newadult,,,,,
2021,2019,3,7,A,newadult,s3,7,26,7,,2.5,,12,,,newadult,,,,,
2021,2019,3,7,A,newadult,s4,4,22,4,,2,,2,,,newadult,,,,,
2021,2019,3,7,A,adult,p1,5,44,5,,2+2+2,9.42,71,,,partial,,,,,
2021,2019,3,7,A,adult,p2,4,,4,,,2,0,,,partial,,,,,
2020,2019,3,7,B,adult,p1,5,0,5,4,,,0,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p2,10,44,10,10,,,29,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p3,10,47,10,13,,,67,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p4,9,36,9,9,,,21,alive,gopher,,,,,,
2020,2019,3,7,B,adult,p5,10,38,10,13,,,38,alive,partial,gopher,,,,,
2020,2019,3,7,B,adult,p6,11,42,11,9,,,33,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p7,10,40,10,11,,,43,alive,gopher,,,,,,
2020,2019,3,7,B,adult,p8,8,32,8,13,,,40,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p9,9,38,9,12,,,25,alive,alive,partial,,,,,
2020,2019,3,7,B,adult,p10,9,33,9,5,,,10,alive,alive,gopher,,,,,
2020,2019,3,7,B,annual,a1,,4,4,,0.1,,0,annual,,,,,,,2_p
2020,2019,3,7,B,annual,a2,,8,8,,1,,1,annual,,,,,,,2_p
2020,2019,3,7,B,annual,a3,,13,13,,1,,1,annual,,,,,,,4_p
2020,2019,3,7,B,annual,a4,,10,10,,0.1,,1,annual,,,,,,,2_p
2020,2019,3,7,B,annual,a5,,13,13,,1,,1,annual,,,,,,,6_p
2021,2020,3,7,B,annual,a6,,26,26,,2,,20,,,annual,,,,,
2021,2020,3,7,B,annual,a7,,24,24,,1,,14,,,annual,,,,,
2021,2020,3,7,B,annual,a8,,37,37,,0.5,,2,,,annual,,,,,
2021,2020,3,7,B,seedling,s1,2,,2,,0.5,,,,,alive,,,,,
2021,2019,3,7,B,adult,p1,4,29,4,,2,,6,,,partial,,,,,
2021,2019,3,7,B,adult,p2,4,35,4,,,2,2,,,partial,,,,,
2021,2019,3,7,B,adult,p3,6,23,6,,1,,1,,,partial,,,,,
2021,2019,3,7,B,adult,p6,3,7,3,,2,,1,,,partial,,,,,
2021,2019,3,7,B,adult,p8,6,28,6,,,2,13,,,partial,,,,,
2021,2019,3,7,B,adult,p9,6,,6,,,4,,,,partial,,,,,
2020,2019,3,8,A,adult,p1,9,36,9,10,,,24,alive,gopher,,,,,,
2020,2019,3,8,A,adult,p2,9,31,9,10,,,20,partial,partial,partial,,,,,
2020,2019,3,8,A,annual,a1,,14,14,,2,,8,annual,,,,,,,3_s
2020,2019,3,8,A,annual,a2,,15,15,,1,,3,annual,,,,,,,4_s
2020,2019,3,8,A,annual,a3,,20,20,,2,,9,annual,,,,,,,2_s
2020,2019,3,8,A,seedling,s1,4,,4,,1,,,alive,alive,gopher,,,,,0_s
2020,2019,3,8,A,seedling,s2,1,,1,,1,,,alive,alive,gopher,,,,,0_s
2020,2019,3,8,A,seedling,s3,2,,2,,1,,,alive,alive,newadult,,,,,15_s
2020,2019,3,8,A,seedling,s4,3,,3,,1,,,alive,alive,gopher,,,,,
2021,2020,3,8,A,annual,a4,,36,36,,1,,4,,,annual,,,,,
2021,2020,3,8,A,annual,a5,,44,44,,1,,5,,,annual,,,,,
2021,2020,3,8,A,annual,a6,,21,21,,0.1,,6,,,annual,,,,,
2021,2020,3,8,A,annual,a7,,26,26,,1,,3,,,annual,,,,,
2021,2020,3,8,A,seedling,s5,3,,3,,0.5,,,,,alive,,,,,
2021,2020,3,8,A,seedling,s6,2,,2,,0.5,,,,,alive,,,,,
2021,2020,3,8,A,seedling,s7,3,,3,,0.5,,,,,alive,,,,,
2021,2020,3,8,A,seedling,s8,4,,4,,0.5,,,,,alive,,,,,
2021,2019,3,8,A,adult,p2,6,33,6,,,4,16,,,partial,,,,,
2021,2019,3,8,A,newadult,s3,6,,6,,3,,,,,newadult,,,,,
2020,2019,3,8,B,adult,p1,8,45,8,11,,,109,alive,alive,gopher,,,,,
2020,2019,3,8,B,adult,p2,10,0,10,8,,,0,alive,alive,gopher,,,,,
2020,2019,3,8,B,annual,a1,,21,21,,3,,11,annual,,,,,,,4_a
2020,2019,3,8,B,annual,a2,,8,8,,2,,5,annual,,,,,,,2_a
2020,2019,3,8,B,annual,a3,,11,11,,2,,5,annual,,,,,,,3_a
2020,2019,3,8,B,annual,a4,,25,25,,2,,3,annual,,,,,,,2_a
2020,2019,3,8,B,seedling,s1,3,,3,,1,,,alive,alive,newadult,,,,,1_a
2020,2019,3,8,B,seedling,s2,3,,3,,2,,,alive,alive,gopher,,,,,2_a
2021,2020,3,8,B,annual,a5,,26,26,,0.1,,2,,,annual,,,,,
2021,2020,3,8,B,annual,a6,,36,36,,0.1,,1,,,annual,,,,,
2021,2020,3,8,B,seedling,s3,3,,3,,0.5,,,,,alive,,,,,
2021,2019,3,8,B,newadult,s1,3,,3,,0.5,,,,,newadult,,,,,
2019,2019,1,1,A,,p1,9,,9,3,,,,,,,,,,,
2019,2019,1,1,A,,p2,9,,9,5,,,,,,,,,,,
2019,2019,1,1,B,,p1,1,,1,4,,,,,,,,,,,
2019,2019,1,1,B,,p2,2,,2,4,,,,,,,,,,,
2019,2019,1,2,A,,p1,7,,7,5,,,,,,,,,,,
2019,2019,1,2,A,,p2,4,,4,5,,,,,,,,,,,
2019,2019,1,2,A,,p3,4,,4,6,,,,,,,,,,,
2019,2019,1,2,A,,p4,3,,3,4,,,,,,,,,,,
2019,2019,1,2,A,,p5,3,,3,5,,,,,,,,,,,
2019,2019,1,2,A,,p6,4,,4,5,,,,,,,,,,,
2019,2019,1,2,A,,p7,3,,3,5,,,,,,,,,,,
2019,2019,1,2,A,,p8,6,,6,6,,,,,,,,,,,
2019,2019,1,2,A,,p9,6,,6,5,,,,,,,,,,,
2019,2019,1,2,A,,p19,3,,3,4,,,,,,,,,,,
2019,2019,1,2,B,,p1,8,,8,6,,,,,,,,,,,
2019,2019,1,2,B,,p2,8,,8,4,,,,,,,,,,,
2019,2019,1,3,B,,p1,4,,4,3,,,,,,,,,,,
2019,2019,1,3,B,,p2,4,,4,4,,,,,,,,,,,
2019,2019,1,3,B,,p3,4,,4,4,,,,,,,,,,,
2019,2019,1,3,B,,p4,10,,10,6,,,,,,,,,,,
2019,2019,1,3,C,,p1,5,,5,5,,,,,,,,,,,
2019,2019,1,3,C,,p2,7,,7,4,,,,,,,,,,,
2019,2019,1,3,C,,p3,5,,5,4,,,,,,,,,,,
2019,2019,1,3,C,,p4,8,,8,6,,,,,,,,,,,
2019,2019,1,4,A,,p1,8,,8,4,,,,,,,,,,,
2019,2019,1,4,A,,p2,3,,3,5,,,,,,,,,,,
2019,2019,1,4,B,,p1,8,,8,4,,,,,,,,,,,
2019,2019,1,4,B,,p2,6,,6,5,,,,,,,,,,,
2019,2019,1,4,B,,p3,10,,10,5,,,,,,,,,,,
2019,2019,1,4,B,,p4,5,,5,3,,,,,,,,,,,
2019,2019,1,4,B,,p5,7,,7,4,,,,,,,,,,,
2019,2019,1,4,B,,p6,7,,7,6,,,,,,,,,,,
2019,2019,1,4,B,,p7,7,,7,5,,,,,,,,,,,
2019,2019,1,4,B,,p8,4,,4,4,,,,,,,,,,,
2019,2019,1,4,B,,p9,8,,8,2,,,,,,,,,,,
2019,2019,1,4,B,,p10,6,,6,4,,,,,,,,,,,
2019,2019,1,5,A,,p1,3,,3,5,,,,,,,,,,,
2019,2019,1,5,A,,p1,5,,5,4,,,,,,,,,,,
2019,2019,1,5,A,,p3,3,,3,4,,,,,,,,,,,
2019,2019,1,5,A,,p4,7,,7,5,,,,,,,,,,,
2019,2019,1,5,A,,p5,8,,8,6,,,,,,,,,,,
2019,2019,1,5,A,,p6,11,,11,6,,,,,,,,,,,
2019,2019,1,5,A,,p7,2,,2,5,,,,,,,,,,,
2019,2019,1,5,A,,p8,4,,4,2,,,,,,,,,,,
2019,2019,1,5,A,,p9,7,,7,4,,,,,,,,,,,
2019,2019,1,5,A,,p10,2,,2,4,,,,,,,,,,,
2019,2019,1,5,B,,p1,6,,6,4,,,,,,,,,,,
2019,2019,1,5,B,,p2,6,,6,5,,,,,,,,,,,
2019,2019,1,6,A,,p1,11,,11,6,,,,,,,,,,,
2019,2019,1,6,A,,p2,7,,7,4,,,,,,,,,,,
2019,2019,1,6,B,,p1,7,,7,3,,,,,,,,,,,
2019,2019,1,6,B,,p2,11,,11,4,,,,,,,,,,,
2019,2019,1,7,A,,p1,10,,10,4,,,,,,,,,,,
2019,2019,1,7,A,,p2,10,,10,6,,,,,,,,,,,
2019,2019,1,7,B,,p1,5,,5,7,,,,,,,,,,,
2019,2019,1,7,B,,p2,5,,5,3,,,,,,,,,,,
2019,2019,1,8,A,,p1,4,,4,3,,,,,,,,,,,
2019,2019,1,8,A,,p2,9,,9,4,,,,,,,,,,,
2019,2019,1,8,A,,p3,7,,7,4,,,,,,,,,,,
2019,2019,1,8,A,,p4,8,,8,3,,,,,,,,,,,
2019,2019,1,8,B,,p1,2,,2,3,,,,,,,,,,,
2019,2019,1,8,B,,p2,2,,2,2,,,,,,,,,,,
2019,2019,1,8,B,,p3,5,,5,3,,,,,,,,,,,
2019,2019,1,8,B,,p4,7,,7,5,,,,,,,,,,,
2019,2019,2,1,A,,p1,8,,8,4,,,,,,,,,,,
2019,2019,2,1,A,,p2,5,,5,4,,,,,,,,,,,
2019,2019,2,1,A,,p3,6,,6,5,,,,,,,,,,,
2019,2019,2,1,A,,p4,7,,7,3,,,,,,,,,,,
2019,2019,2,1,C,,p1,5,,5,4,,,,,,,,,,,
2019,2019,2,1,C,,p2,6,,6,3,,,,,,,,,,,
2019,2019,2,1,C,,p3,3,,3,3,,,,,,,,,,,
2019,2019,2,1,C,,p4,6,,6,5,,,,,,,,,,,
2019,2019,2,2,A,,p1,7,,7,5,,,,,,,,,,,
2019,2019,2,2,A,,p1,6,,6,4,,,,,,,,,,,
2019,2019,2,2,B,,p2,4,,4,3,,,,,,,,,,,
2019,2019,2,2,B,,p2,4,,4,3,,,,,,,,,,,
2019,2019,2,3,A,,p1,5,,5,3,,,,,,,,,,,
2019,2019,2,3,A,,p2,10,,10,6,,,,,,,,,,,
2019,2019,2,3,A,,p3,9,,9,5,,,,,,,,,,,
2019,2019,2,3,A,,p4,4,,4,4,,,,,,,,,,,
2019,2019,2,3,A,,p5,7,,7,5,,,,,,,,,,,
2019,2019,2,3,A,,p6,8,,8,5,,,,,,,,,,,
2019,2019,2,3,A,,p7,4,,4,3,,,,,,,,,,,
2019,2019,2,3,A,,p8,8,,8,4,,,,,,,,,,,
2019,2019,2,3,A,,p9,5,,5,4,,,,,,,,,,,
2019,2019,2,3,A,,p10,5,,5,5,,,,,,,,,,,
2019,2019,2,3,B,,p1,3,,3,5,,,,,,,,,,,
2019,2019,2,3,B,,p2,10,,10,4,,,,,,,,,,,
2019,2019,2,4,A,,p1,10,,10,4,,,,,,,,,,,
2019,2019,2,4,A,,p2,4,,4,6,,,,,,,,,,,
2019,2019,2,4,B,,p1,8,,8,5,,,,,,,,,,,
2019,2019,2,4,B,,p2,6,,6,4,,,,,,,,,,,
2019,2019,2,5,A,,p1,4,,4,6,,,,,,,,,,,
2019,2019,2,5,A,,p2,4,,4,4,,,,,,,,,,,
2019,2019,2,5,B,,p1,6,,6,5,,,,,,,,,,,
2019,2019,2,5,B,,p2,4,,4,4,,,,,,,,,,,
2019,2019,2,6,A,,p1,3,,3,4,,,,,,,,,,,
2019,2019,2,6,A,,p2,6,,6,4,,,,,,,,,,,
2019,2019,2,6,A,,p3,7,,7,4,,,,,,,,,,,
2019,2019,2,6,A,,p4,8,,8,5,,,,,,,,,,,
2019,2019,2,6,B,,p1,5,,5,5,,,,,,,,,,,
2019,2019,2,6,B,,p2,7,,7,4,,,,,,,,,,,
2019,2019,2,6,B,,p3,8,,8,3,,,,,,,,,,,
2019,2019,2,6,B,,p4,8,,8,3,,,,,,,,,,,
2019,2019,2,7,A,,p1,10,,10,5,,,,,,,,,,,
2019,2019,2,7,A,,p2,3,,3,5,,,,,,,,,,,
2019,2019,2,7,A,,p3,4,,4,2,,,,,,,,,,,
2019,2019,2,7,A,,p4,6,,6,4,,,,,,,,,,,
2019,2019,2,7,A,,p5,4,,4,3,,,,,,,,,,,
2019,2019,2,7,A,,p6,8,,8,5,,,,,,,,,,,
2019,2019,2,7,A,,p7,7,,7,5,,,,,,,,,,,
2019,2019,2,7,A,,p8,4,,4,4,,,,,,,,,,,
2019,2019,2,7,A,,p9,3,,3,4,,,,,,,,,,,
2019,2019,2,7,A,,p10,3,,3,3,,,,,,,,,,,
2019,2019,2,7,B,,p1,8,,8,4,,,,,,,,,,,
2019,2019,2,7,B,,p2,11,,11,5,,,,,,,,,,,
2019,2019,2,8,A,,p1,6,,6,4,,,,,,,,,,,
2019,2019,2,8,A,,p2,3,,3,2,,,,,,,,,,,
2019,2019,2,8,A,,p3,9,,9,4,,,,,,,,,,,
2019,2019,2,8,A,,p4,5,,5,4,,,,,,,,,,,
2019,2019,2,8,C,,p1,10,,10,4,,,,,,,,,,,
2019,2019,2,8,C,,p2,6,,6,4,,,,,,,,,,,
2019,2019,2,8,C,,p3,4,,4,3,,,,,,,,,,,
2019,2019,2,8,C,,p4,2,,2,2,,,,,,,,,,,
2019,2019,3,1,B,,p1,2,,2,2,,,,,,,,,,,
2019,2019,3,1,B,,p2,6,,6,4,,,,,,,,,,,
2019,2019,3,1,B,,p3,6,,6,4,,,,,,,,,,,
2019,2019,3,1,B,,p4,7,,7,4,,,,,,,,,,,
2019,2019,3,1,C,,p1,5,,5,4,,,,,,,,,,,
2019,2019,3,1,C,,p2,6,,6,3,,,,,,,,,,,
2019,2019,3,1,C,,p3,2,,2,3,,,,,,,,,,,
2019,2019,3,1,C,,p4,2,,2,4,,,,,,,,,,,
2019,2019,3,2,A,,p1,7,,7,6,,,,,,,,,,,
2019,2019,3,2,A,,p2,6,,6,4,,,,,,,,,,,
2019,2019,3,2,B,,p1,3,,3,4,,,,,,,,,,,
2019,2019,3,2,B,,p2,3,,3,4,,,,,,,,,,,
2019,2019,3,2,B,,p3,5,,5,4,,,,,,,,,,,
2019,2019,3,2,B,,p4,4,,4,4,,,,,,,,,,,
2019,2019,3,2,B,,p5,2,,2,3,,,,,,,,,,,
2019,2019,3,2,B,,p6,4,,4,4,,,,,,,,,,,
2019,2019,3,2,B,,p7,7,,7,4,,,,,,,,,,,
2019,2019,3,2,B,,p8,9,,9,5,,,,,,,,,,,
2019,2019,3,2,B,,p9,3,,3,3,,,,,,,,,,,
2019,2019,3,2,B,,p10,4,,4,4,,,,,,,,,,,
2019,2019,3,3,A,,p1,5,,5,4,,,,,,,,,,,
2019,2019,3,3,A,,p2,10,,10,5,,,,,,,,,,,
2019,2019,3,3,B,,p1,7,,7,4,,,,,,,,,,,
2019,2019,3,3,B,,p2,10,,10,5,,,,,,,,,,,
2019,2019,3,4,B,,p1,6,,6,5,,,,,,,,,,,
2019,2019,3,4,B,,p2,6,,6,4,,,,,,,,,,,
2019,2019,3,4,B,,p3,7,,7,4,,,,,,,,,,,
2019,2019,3,4,B,,p4,8,,8,4,,,,,,,,,,,
2019,2019,3,4,C,,p1,4,,4,4,,,,,,,,,,,
2019,2019,3,4,C,,p2,8,,8,4,,,,,,,,,,,
2019,2019,3,4,C,,p3,3,,3,4,,,,,,,,,,,
2019,2019,3,4,C,,p4,3,,3,4,,,,,,,,,,,
2019,2019,3,5,A,,p1,8,,8,4,,,,,,,,,,,
2019,2019,3,5,A,,p2,6,,6,4,,,,,,,,,,,
2019,2019,3,5,A,,p3,4,,4,4,,,,,,,,,,,
2019,2019,3,5,A,,p4,8,,8,4,,,,,,,,,,,
2019,2019,3,5,B,,p1,3,,3,4,,,,,,,,,,,
2019,2019,3,5,B,,p2,5,,5,4,,,,,,,,,,,
2019,2019,3,5,B,,p3,8,,8,6,,,,,,,,,,,
2019,2019,3,5,B,,p4,3,,3,4,,,,,,,,,,,
2019,2019,3,6,A,,p1,6,,6,4,,,,,,,,,,,
2019,2019,3,6,A,,p2,10,,10,5,,,,,,,,,,,
2019,2019,3,6,A,,p3,9,,9,5,,,,,,,,,,,
2019,2019,3,6,A,,p4,10,,10,5,,,,,,,,,,,
2019,2019,3,6,A,,p5,7,,7,4,,,,,,,,,,,
2019,2019,3,6,A,,p6,12,,12,5,,,,,,,,,,,
2019,2019,3,6,A,,p7,6,,6,5,,,,,,,,,,,
2019,2019,3,6,A,,p8,9,,9,5,,,,,,,,,,,
2019,2019,3,6,A,,p9,7,,7,4,,,,,,,,,,,
2019,2019,3,6,A,,p10,5,,5,4,,,,,,,,,,,
2019,2019,3,6,B,,p1,5,,5,4,,,,,,,,,,,
2019,2019,3,6,B,,p2,9,,9,5,,,,,,,,,,,
2019,2019,3,7,A,,p1,4,,4,4,,,,,,,,,,,
2019,2019,3,7,A,,p2,3,,3,3,,,,,,,,,,,
2019,2019,3,7,B,,p1,3,,3,3,,,,,,,,,,,
2019,2019,3,7,B,,p2,5,,5,4,,,,,,,,,,,
2019,2019,3,7,B,,p3,7,,7,5,,,,,,,,,,,
2019,2019,3,7,B,,p4,7,,7,4,,,,,,,,,,,
2019,2019,3,7,B,,p5,3,,3,4,,,,,,,,,,,
2019,2019,3,7,B,,p6,4,,4,4,,,,,,,,,,,
2019,2019,3,7,B,,p7,5,,5,5,,,,,,,,,,,
2019,2019,3,7,B,,p8,3,,3,4,,,,,,,,,,,
2019,2019,3,7,B,,p9,5,,5,5,,,,,,,,,,,
2019,2019,3,7,B,,p10,5,,5,4,,,,,,,,,,,
2019,2019,3,8,A,,p1,8,,8,5,,,,,,,,,,,
2019,2019,3,8,A,,p2,4,,4,4,,,,,,,,,,,
2019,2019,3,8,B,,p1,4,,4,5,,,,,,,,,,,
2019,2019,3,8,B,,p2,4,,4,4,,,,,,,,,,,